Laureate ID,Full Name,Gender,Birthdate/Date Founded,Country,Continent,Age/Years of Operation,Year Awarded,Date Awarded,Award Category,Awarded For
936,Bengt Holmström,Male,1949-04-18,Finland,Europe,67,2016,2016-10-10,Economic Sciences,for their contributions to contract theory
937,Bob Dylan,Male,1941-05-24,USA,North America,75,2016,2016-10-13,Literature,for having created new poetic expressions within the great American song tradition
938,Jeffrey C. Hall,Male,1945-05-03,USA,North America,72,2017,,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm
939,Michael Rosbash,Male,1944-03-07,USA,North America,73,2017,,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm
940,Michael W. Young,Male,1949-03-28,USA,North America,68,2017,,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm
941,Rainer Weiss,Male,1932-09-29,Germany,Europe,85,2017,2017-10-03,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves
942,Barry C. Barish,Male,1936-01-27,USA,North America,81,2017,2017-10-03,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves
943,Kip S. Thorne,Male,1940-06-01,USA,North America,77,2017,2017-10-03,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves
944,Jacques Dubochet,Male,1942-06-08,Switzerland,Europe,75,2017,2017-10-04,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
945,Joachim Frank,Male,1940-09-12,Germany,Europe,77,2017,2017-10-04,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
946,Richard Henderson,Male,1945-07-19,Scotland,Europe,72,2017,2017-10-04,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
947,Kazuo Ishiguro,Male,1954-11-08,Japan,Asia,62,2017,2017-10-05,Literature,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world"
948,International Campaign to Abolish Nuclear Weapons (ICAN),Organization,2007-00-00,Australia,Oceania,10,2017,2017-10-06,Peace,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons
949,Richard H. Thaler,Male,1945-09-12,USA,North America,72,2017,2017-10-09,Economic Sciences,for his contributions to behavioural economics
958,James P. Allison,Male,1948-08-07,USA,North America,70,2018,,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation
959,Tasuku Honjo,Male,1942-01-27,Japan,Asia,76,2018,,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation
960,Arthur Ashkin,Male,1922-09-02,USA,North America,96,2018,2018-10-02,Physics,for the optical tweezers and their application to biological systems
961,Gérard Mourou,Male,1944-06-22,France,Europe,74,2018,2018-10-02,Physics,"for their method of generating high-intensity, ultra-short optical pulses"
962,Donna Strickland,Female,1959-05-27,Canada,North America,59,2018,2018-10-02,Physics,"for their method of generating high-intensity, ultra-short optical pulses"
963,Frances H. Arnold,Female,1956-07-25,USA,North America,62,2018,2018-10-03,Chemistry,for the directed evolution of enzymes
964,George P. Smith,Male,1941-03-10,USA,North America,77,2018,2018-10-03,Chemistry,for the phage display of peptides and antibodies
965,Sir Gregory P. Winter,Male,1951-04-14,United Kingdom,Europe,67,2018,2018-10-03,Chemistry,for the phage display of peptides and antibodies
966,Denis Mukwege,Male,1955-03-01,Democratic Republic of the Congo,Africa,63,2018,2018-10-05,Peace,for their efforts to end the use of sexual violence as a weapon of war and armed conflict
967,Nadia Murad Basee Taha,Female,1993-00-00,Iraq,Asia,25,2018,2018-10-05,Peace,for their efforts to end the use of sexual violence as a weapon of war and armed conflict
968,William D. Nordhaus,Male,1941-05-31,USA,North America,77,2018,,Economic Sciences,for integrating climate change into long-run macroeconomic analysis
969,Paul M. Romer,Male,1955-00-00,USA,North America,63,2018,,Economic Sciences,for integrating technological innovations into long-run macroeconomic analysis
970,William G. Kaelin Jr,Male,1957-11-23,USA,North America,61,2019,2019-10-07,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability
971,Sir Peter J. Ratcliffe,Male,1954-05-14,United Kingdom,Europe,65,2019,2019-10-07,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability
972,Gregg L. Semenza,Male,1956-07-12,USA,North America,63,2019,2019-10-07,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability
973,James Peebles,Male,1935-04-25,Canada,North America,84,2019,2019-10-08,Physics,for theoretical discoveries in physical cosmology
974,Michel Mayor,Male,1942-01-12,Switzerland,Europe,77,2019,2019-10-08,Physics,for the discovery of an exoplanet orbiting a solar-type star
975,Didier Queloz,Male,1966-02-23,Switzerland,Europe,53,2019,2019-10-08,Physics,for the discovery of an exoplanet orbiting a solar-type star
976,John B. Goodenough,Male,1922-07-25,Germany,Europe,97,2019,2019-10-09,Chemistry,for the development of lithium-ion batteries
977,M. Stanley Whittingham,Male,1941-12-22,United Kingdom,Europe,77,2019,2019-10-09,Chemistry,for the development of lithium-ion batteries
978,Akira Yoshino,Male,1948-01-30,Japan,Asia,71,2019,2019-10-09,Chemistry,for the development of lithium-ion batteries
979,Olga Tokarczuk,Female,1962-01-29,Poland,Europe,57,2018,2019-10-10,Literature,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life
980,Peter Handke,Male,1942-12-06,Austria,Europe,76,2019,2019-10-10,Literature,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience
981,Abiy Ahmed Ali,Male,1976-08-15,Ethiopia,Africa,43,2019,2019-10-11,Peace,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea"
982,Abhijit Banerjee,Male,1961-02-21,India,Asia,58,2019,2019-10-14,Economic Sciences,for their experimental approach to alleviating global poverty
983,Esther Duflo,Female,1972-10-25,France,Europe,46,2019,2019-10-14,Economic Sciences,for their experimental approach to alleviating global poverty
984,Michael Kremer,Male,1964-11-12,USA,North America,54,2019,2019-10-14,Economic Sciences,for their experimental approach to alleviating global poverty
